booking_id,user_id,session_id,variant,hotel_id,booking_completed,booking_value,nights,guests,room_type,payment_success,cancellation_flag,booking_date
2441,20169,47586,A,164,yes,326.79,4,4,standard,yes,no,2026-05-09
2442,16611,47606,B,170,yes,418.07,1,2,deluxe,yes,no,2026-04-29
2443,20289,47614,B,490,yes,432.54,2,1,deluxe,yes,no,2026-05-14
2444,1714,47637,A,315,yes,551.47,3,2,standard,yes,no,2026-05-08
2445,22402,47638,A,151,yes,134.68,2,2,standard,yes,no,2026-05-03
2446,19787,47658,A,317,yes,649.3,3,2,deluxe,yes,no,2026-05-08
2447,9626,47659,A,252,yes,278.99,2,1,standard,yes,no,2026-04-27
2448,8220,47664,B,426,yes,599.59,4,3,deluxe,yes,no,2026-04-30
2449,16775,47665,B,166,yes,130.56,4,3,suite,yes,no,2026-05-13
2450,18742,47708,A,28,yes,560.16,3,2,suite,yes,no,2026-04-26
2451,10764,47709,B,491,yes,346.01,2,4,standard,yes,no,2026-05-08
2452,4814,47733,A,249,yes,528.89,5,2,suite,yes,yes,2026-04-27
2453,14982,47742,A,83,yes,578.92,2,2,standard,yes,no,2026-04-27
2454,2119,47747,B,111,yes,663.48,2,4,suite,yes,no,2026-05-15
2455,2547,47761,B,489,yes,435.31,2,2,suite,yes,no,2026-05-03
2456,21005,47764,A,136,yes,241.16,3,3,suite,yes,no,2026-04-27
2457,17359,47778,B,382,yes,460.57,6,3,standard,yes,no,2026-05-07
2458,20066,47782,A,360,yes,513.19,4,2,suite,yes,no,2026-05-09
2459,612,47788,B,160,yes,776.71,3,1,deluxe,yes,no,2026-04-29
2460,1551,47813,B,169,yes,703.25,1,1,suite,yes,no,2026-05-09
2461,13930,47839,B,9,yes,736.55,6,2,deluxe,yes,no,2026-05-12
2462,23220,47840,B,151,yes,217.41,1,4,suite,yes,no,2026-05-01
2463,6683,47855,B,159,yes,286.02,6,4,standard,yes,no,2026-05-10
2464,24830,47867,B,256,yes,407.73,4,1,deluxe,yes,no,2026-05-07
2465,19648,47919,A,7,yes,712.13,2,1,deluxe,yes,no,2026-05-15
2466,21660,47924,A,44,yes,630.06,3,4,standard,yes,no,2026-05-07
2467,2127,47940,A,181,yes,697.5,2,3,suite,yes,no,2026-04-27
2468,16079,47972,B,307,yes,615.66,4,2,deluxe,yes,no,2026-05-03
2469,6371,47985,A,51,yes,463.14,6,3,standard,yes,no,2026-04-26
2470,193,47992,B,350,yes,632.1,6,3,deluxe,yes,no,2026-04-25
2471,2949,48022,A,406,yes,380.44,2,4,standard,yes,no,2026-05-02
2472,941,48028,A,285,yes,532.22,6,2,suite,yes,no,2026-05-06
2473,18818,48033,A,241,yes,648.52,2,1,standard,yes,no,2026-05-08
2474,24032,48049,B,190,yes,675.55,6,3,suite,yes,no,2026-05-12
2475,20269,48101,A,457,yes,376.58,3,4,standard,yes,no,2026-04-27
2476,18758,48108,B,11,yes,395.27,5,3,deluxe,yes,no,2026-04-28
2477,7870,48121,B,341,yes,452.85,5,3,standard,yes,no,2026-05-13
2478,4386,48132,B,471,yes,184.7,6,3,standard,yes,no,2026-05-04
2479,10266,48165,B,309,yes,396.26,1,3,deluxe,yes,no,2026-05-03
2480,1799,48167,A,482,yes,745.39,6,3,suite,yes,no,2026-04-30
2481,13563,48189,A,66,yes,474.45,4,2,standard,yes,no,2026-05-02
2482,9231,48212,A,151,yes,197.84,5,4,deluxe,yes,no,2026-04-26
2483,1156,48218,B,65,yes,652.78,4,4,standard,yes,no,2026-05-09
2484,18584,48245,A,30,yes,495.63,4,1,suite,yes,no,2026-05-14
2485,1692,48254,B,90,yes,311.06,2,2,suite,yes,no,2026-05-08
2486,2979,48274,B,326,yes,369.23,6,3,deluxe,yes,no,2026-05-02
2487,10670,48285,B,191,yes,327.54,3,3,standard,yes,no,2026-05-11
2488,12995,48289,A,256,yes,108.33,3,3,deluxe,yes,no,2026-05-13
2489,24449,48293,B,416,yes,182.32,1,3,standard,yes,no,2026-05-14
2490,8020,48303,A,40,yes,391.29,3,1,suite,yes,yes,2026-05-04
2491,5451,48317,B,279,yes,365.65,1,4,deluxe,yes,no,2026-04-27
2492,9933,48366,B,251,yes,584.88,6,3,deluxe,yes,no,2026-05-08
2493,1651,48375,B,329,yes,308.89,3,3,deluxe,yes,no,2026-05-02
2494,16781,48380,B,38,yes,207.35,1,4,standard,yes,no,2026-05-08
2495,24510,48426,A,241,yes,499.36,5,4,suite,yes,no,2026-04-29
2496,23443,48429,B,133,yes,443.72,1,4,suite,yes,no,2026-05-02
2497,24422,48456,B,475,yes,214.99,1,2,deluxe,yes,no,2026-05-07
2498,9752,48466,B,450,yes,198.53,2,1,deluxe,yes,no,2026-05-13
2499,11511,48475,A,30,yes,451.11,1,2,suite,yes,no,2026-05-13
2500,659,48527,A,165,yes,218.4,4,3,standard,yes,no,2026-04-26
2501,10652,48536,B,311,yes,255.05,5,4,suite,yes,no,2026-05-14
2502,20258,48545,A,428,yes,326.96,3,3,deluxe,yes,no,2026-05-04
2503,18604,48581,A,324,yes,423.58,4,2,deluxe,yes,no,2026-04-27
2504,6767,48616,B,189,yes,142.87,3,1,standard,yes,no,2026-05-12
2505,22219,48643,A,120,yes,553.77,4,4,suite,yes,no,2026-05-01
2506,22957,48645,B,435,yes,411.11,1,2,standard,yes,no,2026-04-29
2507,6851,48665,B,12,yes,319.05,6,4,suite,yes,no,2026-04-26
2508,4126,48668,B,98,yes,630.86,3,3,suite,yes,no,2026-05-13
2509,2006,48702,A,180,yes,160.27,6,4,standard,yes,no,2026-05-05
2510,4124,48711,B,5,yes,588.86,4,3,deluxe,yes,no,2026-04-25
2511,10611,48717,B,237,yes,204.86,2,1,standard,yes,no,2026-04-30
2512,24999,48738,B,316,yes,369.38,2,4,suite,yes,no,2026-05-03
2513,8797,48743,B,62,yes,289.57,4,2,suite,yes,no,2026-05-15
2514,13976,48761,A,88,yes,773.33,6,4,suite,yes,no,2026-04-26
2515,9341,48768,B,332,yes,527.29,2,1,standard,yes,no,2026-05-01
2516,20680,48796,A,445,yes,352.49,5,1,suite,yes,no,2026-05-09
2517,15837,48816,B,340,yes,119.2,4,4,standard,yes,no,2026-05-08
2518,16201,48825,A,317,yes,91.52,4,1,suite,yes,no,2026-05-07
2519,2771,48832,A,176,yes,756.07,3,2,suite,yes,no,2026-05-08
2520,6474,48833,A,466,yes,483.35,5,4,deluxe,yes,no,2026-05-01
2521,22249,48861,B,414,yes,317.56,2,1,standard,yes,no,2026-04-27
2522,4505,48862,A,308,yes,485.55,2,4,standard,yes,no,2026-05-08
2523,8664,48882,B,305,yes,349.69,1,1,standard,yes,no,2026-05-06
2524,8548,48926,B,123,yes,209.66,3,3,standard,yes,no,2026-05-02
2525,57,48935,B,234,yes,168.58,1,1,suite,yes,no,2026-05-08
2526,1993,48969,B,279,yes,684.16,1,1,suite,yes,no,2026-05-13
2527,16010,49013,A,302,yes,396.95,4,4,deluxe,yes,no,2026-05-02
2528,10082,49028,A,102,yes,663.13,3,4,standard,yes,no,2026-05-01
2529,4183,49081,B,458,yes,346.95,1,2,deluxe,yes,no,2026-05-04
2530,16424,49091,B,386,yes,785.43,3,2,suite,yes,no,2026-05-05
2531,21003,49099,B,358,yes,568.02,5,2,suite,yes,no,2026-04-29
2532,9659,49122,B,175,yes,212.36,2,1,suite,yes,no,2026-05-05
2533,21708,49140,B,43,yes,673.81,1,4,standard,yes,yes,2026-04-30
2534,19841,49151,A,121,yes,653.54,1,2,standard,yes,no,2026-05-01
2535,12311,49171,B,69,yes,685.93,4,2,deluxe,yes,no,2026-05-12
2536,11573,49219,A,78,yes,140.17,4,3,deluxe,yes,no,2026-05-01
2537,5783,49251,A,354,yes,220.72,3,2,suite,yes,no,2026-04-28
2538,1290,49269,A,99,yes,210.83,2,4,suite,yes,no,2026-05-07
2539,5814,49280,A,62,yes,305.78,6,1,standard,yes,no,2026-05-01
2540,4559,49287,A,452,yes,466.15,5,4,standard,yes,no,2026-04-27
2541,815,49290,B,64,yes,203.82,3,1,deluxe,yes,no,2026-05-02
2542,14867,49300,B,261,yes,740.53,3,3,standard,yes,yes,2026-05-03
2543,36,49304,B,67,yes,771.91,4,2,suite,yes,no,2026-05-01
2544,12689,49317,A,404,yes,663.04,1,1,deluxe,yes,no,2026-05-05
2545,23995,49352,B,194,yes,442.31,3,4,suite,yes,no,2026-04-25
2546,21069,49376,B,188,yes,411.4,1,3,deluxe,yes,no,2026-05-11
2547,1681,49381,A,110,yes,686.81,2,3,standard,yes,no,2026-04-25
2548,11681,49392,B,169,yes,512.13,2,2,deluxe,yes,no,2026-05-10
2549,19795,49394,B,204,yes,784.94,1,3,standard,yes,no,2026-05-04
2550,11722,49433,B,36,yes,600.76,1,1,suite,yes,no,2026-04-25
2551,22899,49460,A,24,yes,491.37,3,4,standard,yes,no,2026-05-07
2552,2810,49537,A,373,yes,423.43,2,1,suite,yes,no,2026-04-26
2553,17875,49543,B,469,yes,143.34,2,3,suite,yes,no,2026-05-10
2554,24950,49553,B,51,yes,602.03,5,3,suite,yes,no,2026-04-29
2555,8313,49586,A,295,yes,685.05,4,1,deluxe,yes,no,2026-05-06
2556,1248,49621,B,229,yes,478.36,6,4,deluxe,yes,yes,2026-04-28
2557,24870,49624,B,342,yes,574.78,3,4,suite,yes,no,2026-04-25
2558,8200,49638,A,322,yes,225.01,3,1,standard,yes,no,2026-04-26
2559,14316,49662,A,14,yes,249.26,5,1,standard,yes,yes,2026-05-08
2560,18083,49669,B,402,yes,704.83,1,3,deluxe,yes,no,2026-05-15
2561,9764,49730,A,390,yes,526.72,1,3,suite,yes,no,2026-04-26
2562,13422,49745,A,22,yes,154.14,6,4,suite,yes,no,2026-05-06
2563,5285,49750,B,136,yes,783.49,4,4,deluxe,yes,no,2026-04-25
2564,7690,49774,B,348,yes,216.91,5,3,deluxe,yes,no,2026-05-10
2565,2638,49781,B,180,yes,155.07,1,4,suite,yes,no,2026-05-13
2566,18348,49821,B,456,yes,343.8,2,1,suite,yes,no,2026-05-03
2567,9931,49831,A,200,yes,394.5,6,4,deluxe,yes,no,2026-05-05
2568,6202,49833,B,271,yes,93.15,6,3,suite,yes,no,2026-05-02
2569,7506,49870,B,12,yes,566.47,1,2,suite,yes,no,2026-05-13
2570,12226,49899,B,408,yes,559.03,3,3,standard,yes,no,2026-05-11
2571,1067,49906,B,361,yes,381.67,2,1,deluxe,yes,no,2026-04-27
2572,3861,49922,A,141,yes,506.96,2,3,standard,yes,no,2026-05-05
2573,22979,49979,B,267,yes,713.62,6,4,standard,yes,no,2026-05-10
2574,13416,50010,B,395,yes,414.1,2,3,suite,yes,no,2026-05-12
2575,23155,50056,B,27,yes,693.96,4,1,suite,yes,no,2026-05-11
2576,11888,50057,B,88,yes,433.71,5,3,deluxe,yes,no,2026-05-11
2577,6547,50067,B,2,yes,622.59,6,4,deluxe,yes,no,2026-04-27
2578,24594,50081,B,223,yes,378.18,1,2,suite,yes,no,2026-05-13
2579,1049,50084,A,321,yes,103.2,6,1,standard,yes,no,2026-05-02
2580,623,50090,B,385,yes,120.2,2,1,suite,yes,no,2026-04-26
2581,5664,50102,A,315,yes,104.31,4,3,standard,yes,no,2026-05-07
2582,16768,50133,B,289,yes,339.59,3,2,suite,yes,no,2026-05-06
2583,14506,50161,B,445,yes,411.42,6,4,deluxe,yes,no,2026-04-25
2584,19998,50166,A,123,yes,404.38,4,3,suite,yes,no,2026-05-09
2585,5687,50173,A,461,yes,247.36,3,3,deluxe,yes,no,2026-05-08
2586,11736,50174,B,279,yes,111.13,4,4,deluxe,yes,no,2026-05-12
2587,4461,50179,B,311,yes,207.22,6,2,suite,yes,no,2026-05-03
2588,4415,50185,A,434,yes,263.42,6,1,suite,yes,no,2026-04-28
2589,12681,50196,A,332,yes,120.9,5,3,standard,yes,no,2026-04-28
2590,6578,50229,B,93,yes,219.3,4,1,standard,yes,no,2026-05-14
2591,15222,50234,B,39,yes,180.96,2,2,standard,yes,no,2026-05-09
2592,8401,50275,A,463,yes,600.48,6,1,suite,yes,no,2026-05-07
2593,17786,50280,A,322,yes,231.15,1,3,suite,yes,no,2026-04-30
2594,12639,50288,A,219,yes,596.68,5,2,standard,yes,no,2026-04-26
2595,9543,50289,B,317,yes,383.68,2,2,suite,yes,no,2026-05-07
2596,2856,50339,A,86,yes,494.08,3,2,suite,yes,no,2026-05-10
2597,5275,50342,B,483,yes,318.56,2,4,standard,yes,no,2026-05-11
2598,10079,50349,A,62,yes,547.78,5,1,suite,yes,yes,2026-05-11
2599,18353,50350,A,102,yes,786.21,5,3,standard,yes,no,2026-05-11
2600,1568,50387,A,260,yes,386.6,3,2,suite,yes,no,2026-05-09
2601,19892,50412,B,190,yes,301.63,5,2,standard,yes,no,2026-04-29
2602,22169,50453,A,139,yes,407.42,4,4,standard,yes,no,2026-05-05
2603,1296,50469,B,173,yes,86.9,3,4,standard,yes,no,2026-05-08
2604,4125,50475,A,299,yes,317.48,2,3,deluxe,yes,no,2026-04-25
2605,6031,50534,B,275,yes,243.75,3,1,deluxe,yes,no,2026-05-11
2606,6771,50549,A,96,yes,732.62,3,1,deluxe,yes,no,2026-04-28
2607,24514,50562,A,269,yes,520.51,1,1,deluxe,yes,no,2026-05-12
2608,10213,50597,A,197,yes,515.92,5,3,deluxe,yes,no,2026-05-07
2609,2038,50615,B,195,yes,217.06,4,4,deluxe,yes,no,2026-05-02
2610,9542,50618,B,381,yes,222.39,6,3,standard,yes,no,2026-05-03
2611,9078,50662,A,275,yes,660.37,6,4,deluxe,yes,no,2026-05-15
2612,16400,50677,A,46,yes,193.69,5,2,suite,yes,no,2026-05-14
2613,10605,50680,B,450,yes,339.13,4,3,deluxe,yes,no,2026-05-08
2614,14710,50684,A,93,yes,123.92,2,3,deluxe,yes,no,2026-05-09
2615,9470,50696,B,349,yes,179.8,4,4,deluxe,yes,no,2026-05-04
2616,4258,50697,B,376,yes,207.01,3,2,suite,yes,no,2026-05-03
2617,21453,50724,B,20,yes,349.16,1,2,deluxe,yes,no,2026-05-11
2618,13288,50727,A,355,yes,228.13,5,3,standard,yes,no,2026-05-02
2619,19182,50783,B,417,yes,617.63,5,2,suite,yes,no,2026-04-25
2620,397,50788,A,270,yes,247.44,3,2,deluxe,yes,no,2026-05-02
2621,20529,50790,A,218,yes,347.9,5,3,deluxe,yes,no,2026-05-01
2622,17430,50802,B,74,yes,153.65,3,3,deluxe,yes,yes,2026-05-01
2623,21166,50839,B,106,yes,283.71,3,2,standard,yes,no,2026-05-11
2624,3326,50887,B,393,yes,476.75,2,2,suite,yes,no,2026-05-03
2625,24428,50925,B,60,yes,231.9,3,4,standard,yes,no,2026-05-09
2626,18012,50932,B,241,yes,426.54,3,3,suite,yes,no,2026-05-06
2627,4045,50977,A,24,yes,601.34,6,1,suite,yes,no,2026-04-29
2628,7241,51004,B,2,yes,548.91,2,2,standard,yes,no,2026-05-05
2629,3229,51008,B,405,yes,149.05,5,1,standard,yes,no,2026-05-02
2630,8798,51021,B,356,yes,311.82,6,3,standard,yes,no,2026-05-09
2631,2727,51037,A,25,yes,538.57,6,1,standard,yes,no,2026-05-02
2632,20557,51085,B,38,yes,280.21,3,4,deluxe,yes,no,2026-05-10
2633,17838,51093,B,87,yes,343.79,1,3,suite,yes,no,2026-04-28
2634,16401,51099,A,151,yes,266.58,5,2,suite,yes,no,2026-05-15
2635,23898,51150,A,136,yes,463.15,5,3,standard,yes,no,2026-05-02
2636,2271,51174,A,312,yes,699.95,3,3,suite,yes,no,2026-05-11
2637,20944,51202,B,494,yes,371.59,1,1,standard,yes,no,2026-05-13
2638,23660,51212,B,171,yes,142.24,5,1,deluxe,yes,no,2026-04-30
2639,15771,51241,A,228,yes,515.84,5,3,deluxe,yes,no,2026-05-07
2640,17,51247,A,317,yes,286.94,1,4,suite,yes,no,2026-04-27
2641,11642,51248,A,169,yes,138.23,6,2,standard,yes,no,2026-05-03
2642,16398,51249,B,321,yes,150.02,3,1,deluxe,yes,no,2026-05-12
2643,14573,51267,B,409,yes,425.6,2,4,suite,yes,no,2026-05-03
2644,19526,51284,A,489,yes,229.35,6,2,suite,yes,yes,2026-05-12
2645,5114,51333,B,347,yes,222.84,4,2,standard,yes,no,2026-04-30
2646,3453,51374,A,157,yes,287.17,1,1,standard,yes,no,2026-05-06
2647,17198,51423,A,243,yes,737.78,5,4,suite,yes,no,2026-04-28
2648,10546,51450,A,256,yes,574.48,4,2,suite,yes,no,2026-04-30
2649,20985,51464,A,95,yes,476.78,2,3,suite,yes,no,2026-05-12
2650,17179,51487,A,378,yes,768.87,4,2,deluxe,yes,no,2026-05-13
2651,2766,51490,A,475,yes,481.98,1,2,suite,yes,no,2026-05-01
2652,2094,51501,A,288,yes,670.57,6,3,deluxe,yes,no,2026-04-30
2653,20639,51538,A,193,yes,617.51,6,4,standard,yes,no,2026-05-13
2654,23327,51574,A,202,yes,749.98,4,3,standard,yes,no,2026-04-25
2655,5434,51587,A,162,yes,782.66,4,2,suite,yes,no,2026-04-26
2656,1939,51591,B,58,yes,291.93,3,4,suite,yes,no,2026-04-27
2657,16602,51593,B,83,yes,284.19,6,4,deluxe,yes,no,2026-05-03
2658,4880,51599,B,498,yes,187.53,5,3,suite,yes,no,2026-05-05
2659,10079,51601,B,129,yes,309.94,2,4,standard,yes,yes,2026-05-06
2660,5331,51608,A,7,yes,723.47,4,2,standard,yes,no,2026-04-28
2661,20048,51611,A,125,yes,395.85,2,1,suite,yes,no,2026-05-14
2662,20264,51630,B,244,yes,602.27,5,4,deluxe,yes,no,2026-04-28
2663,19373,51660,B,33,yes,154.08,5,1,deluxe,yes,no,2026-05-06
2664,11446,51669,A,357,yes,669.85,2,4,deluxe,yes,no,2026-05-15
2665,18696,51673,B,355,yes,90.63,1,2,deluxe,yes,no,2026-04-27
2666,7615,51676,A,176,yes,470.51,4,1,standard,yes,no,2026-04-26
2667,21981,51680,B,263,yes,371.23,1,2,suite,yes,no,2026-04-28
2668,14972,51685,A,311,yes,552.22,6,2,deluxe,yes,no,2026-05-14
2669,17777,51687,B,159,yes,376.6,3,3,suite,yes,no,2026-05-04
2670,3384,51719,A,349,yes,597.62,2,3,suite,yes,yes,2026-05-03
2671,21218,51746,B,465,yes,360.53,6,2,suite,yes,no,2026-05-10
2672,24970,51747,B,125,yes,244.93,3,4,deluxe,yes,no,2026-05-13
2673,10098,51756,A,60,yes,758.41,1,3,standard,yes,no,2026-05-07
2674,21871,51782,A,274,yes,93.75,5,3,suite,yes,no,2026-05-15
2675,1546,51814,B,458,yes,628.22,1,3,standard,yes,no,2026-04-28
2676,20470,51815,B,66,yes,526.77,4,4,standard,yes,no,2026-05-06
2677,8502,51828,B,77,yes,785.52,3,4,standard,yes,no,2026-05-14
2678,21591,51832,A,410,yes,646.88,5,4,suite,yes,no,2026-05-12
2679,9067,51833,B,86,yes,587.02,6,4,deluxe,yes,no,2026-05-01
2680,19632,51834,B,344,yes,602.94,5,3,standard,yes,no,2026-05-10
2681,16925,51840,B,250,yes,515.49,3,2,standard,yes,no,2026-04-26
2682,457,51864,B,449,yes,465.42,3,4,suite,yes,no,2026-04-26
2683,10167,51887,B,96,yes,423.27,5,1,deluxe,yes,no,2026-04-25
2684,10929,51892,B,457,yes,752.87,2,3,deluxe,yes,no,2026-05-12
2685,21020,51930,B,110,yes,688.43,4,1,suite,yes,no,2026-05-10
2686,23273,51939,B,378,yes,178.3,4,4,deluxe,yes,no,2026-05-03
2687,5232,51944,B,324,yes,665.83,6,1,deluxe,yes,no,2026-05-04
2688,14581,51950,B,252,yes,799.16,1,4,standard,yes,no,2026-05-08
2689,23789,51980,A,304,yes,533.22,4,1,deluxe,yes,no,2026-04-27
2690,23246,51983,A,1,yes,305.6,4,3,suite,yes,no,2026-05-15
2691,13415,51990,B,424,yes,111.66,2,4,deluxe,yes,no,2026-05-09
2692,22037,52007,B,161,yes,494.25,1,3,suite,yes,no,2026-05-09
2693,12911,52024,B,306,yes,683.23,4,4,standard,yes,no,2026-05-02
2694,10210,52028,B,289,yes,685.53,4,3,suite,yes,no,2026-05-01
2695,1750,52044,A,93,yes,152.48,1,3,deluxe,yes,no,2026-05-11
2696,7740,52049,B,166,yes,780.67,3,3,deluxe,yes,no,2026-04-26
2697,4867,52050,B,460,yes,411.89,3,3,standard,yes,no,2026-04-25
2698,8781,52052,B,90,yes,749.69,3,3,deluxe,yes,no,2026-05-03
2699,24099,52062,B,289,yes,633.25,1,4,deluxe,yes,no,2026-05-06
2700,5172,52079,B,384,yes,275.37,1,1,standard,yes,no,2026-05-07
2701,21825,52088,B,103,yes,535.25,6,3,suite,yes,yes,2026-04-27
2702,10088,52095,A,282,yes,107.58,4,4,standard,yes,no,2026-05-11
2703,6945,52097,A,371,yes,278.46,2,4,deluxe,yes,no,2026-04-26
2704,12610,52119,B,160,yes,499.47,3,4,standard,yes,no,2026-05-13
2705,3335,52142,A,240,yes,202.69,4,2,deluxe,yes,no,2026-05-15
2706,11851,52155,A,182,yes,780.02,2,3,suite,yes,no,2026-05-12
2707,1631,52158,A,41,yes,413.76,3,3,suite,yes,no,2026-05-10
2708,19030,52185,A,249,yes,278.52,3,1,deluxe,yes,no,2026-04-25
2709,7924,52190,A,164,yes,123.65,2,2,standard,yes,no,2026-05-12
2710,17446,52213,B,246,yes,304.07,6,4,deluxe,yes,no,2026-04-28
2711,10969,52222,A,439,yes,435.5,1,1,deluxe,yes,no,2026-05-09
2712,10406,52223,A,395,yes,748.83,1,3,suite,yes,no,2026-04-28
2713,17496,52226,B,495,yes,486.81,5,4,standard,yes,yes,2026-05-15
2714,24234,52242,B,256,yes,434.69,3,4,standard,yes,no,2026-05-10
2715,8012,52252,B,213,yes,761.39,5,1,standard,yes,no,2026-05-14
2716,5462,52256,B,39,yes,600.6,3,2,suite,yes,no,2026-05-05
2717,13709,52265,B,317,yes,234.78,5,1,deluxe,yes,no,2026-05-10
2718,20039,52307,A,457,yes,787.11,2,4,suite,yes,yes,2026-04-25
2719,24874,52323,B,157,yes,227.66,1,1,suite,yes,no,2026-04-30
2720,24229,52335,A,255,yes,465.02,1,2,standard,yes,no,2026-05-11
2721,24866,52354,B,460,yes,542.59,6,3,standard,yes,no,2026-05-12
2722,22341,52360,A,250,yes,644.65,3,4,deluxe,yes,yes,2026-05-15
2723,10709,52365,A,130,yes,687.61,1,1,standard,yes,no,2026-05-15
2724,16454,52414,A,251,yes,203.92,1,4,standard,yes,no,2026-04-25
2725,1585,52418,A,129,yes,611.06,6,4,deluxe,yes,no,2026-05-03
2726,1043,52442,B,53,yes,379.76,5,2,standard,yes,no,2026-05-09
2727,19792,52485,A,168,yes,579.18,2,2,standard,yes,no,2026-05-07
2728,6022,52529,B,29,yes,181.94,1,4,suite,yes,no,2026-04-27
2729,9140,52547,A,413,yes,322.25,2,1,standard,yes,no,2026-05-04
2730,7821,52566,B,358,yes,540.19,1,2,suite,yes,no,2026-05-13
2731,15479,52587,B,405,yes,177.75,2,1,suite,yes,no,2026-05-08
2732,21343,52601,A,454,yes,762.03,4,1,suite,yes,no,2026-05-01
2733,11844,52635,A,404,yes,532.1,1,2,standard,yes,no,2026-04-25
2734,22612,52653,A,373,yes,177.31,4,2,deluxe,yes,no,2026-04-26
2735,11634,52654,A,264,yes,499.21,1,1,deluxe,yes,no,2026-05-05
2736,15577,52706,A,10,yes,678.45,6,3,deluxe,yes,no,2026-04-30
2737,20826,52745,A,102,yes,330.89,4,1,deluxe,yes,no,2026-05-10
2738,16526,52759,B,477,yes,667.88,6,3,suite,yes,no,2026-05-02
2739,22629,52794,B,42,yes,626.09,6,4,suite,yes,no,2026-05-14
2740,21738,52802,A,492,yes,491.95,2,1,suite,yes,no,2026-05-12
2741,4839,52806,B,376,yes,593.7,2,2,suite,yes,no,2026-05-09
2742,5975,52812,A,418,yes,186.07,2,4,deluxe,yes,no,2026-05-05
2743,3440,52843,A,46,yes,123.66,5,3,suite,yes,no,2026-05-12
2744,894,52851,B,185,yes,625.18,3,2,deluxe,yes,no,2026-05-08
2745,11096,52860,A,398,yes,572.62,2,3,standard,yes,no,2026-05-09
2746,6652,52865,B,236,yes,442.97,3,2,suite,yes,no,2026-05-01
2747,13731,52881,A,202,yes,133.75,4,1,deluxe,yes,no,2026-05-12
2748,15483,52905,B,485,yes,542.47,1,2,suite,yes,no,2026-04-26
2749,18380,52925,A,494,yes,713.02,1,2,suite,yes,no,2026-05-13
2750,22295,52933,A,217,yes,440.55,2,1,deluxe,yes,no,2026-04-29
2751,2669,52949,A,172,yes,164.26,5,1,suite,yes,no,2026-05-14
2752,22473,52960,A,277,yes,139.94,3,2,standard,yes,no,2026-05-15
2753,14497,52980,A,369,yes,562.15,3,2,standard,yes,no,2026-05-02
2754,15948,52990,A,277,yes,271.65,2,3,deluxe,yes,no,2026-05-10
2755,8479,53007,B,462,yes,786.57,3,4,deluxe,yes,no,2026-05-15
2756,11264,53014,B,222,yes,567.04,3,4,suite,yes,no,2026-05-09
2757,22620,53020,A,150,yes,795.48,4,3,deluxe,yes,no,2026-05-10
2758,7504,53027,B,150,yes,153.87,1,4,deluxe,yes,no,2026-04-28
2759,24162,53036,B,237,yes,635.28,3,2,deluxe,yes,no,2026-04-26
2760,4648,53040,A,126,yes,465.71,2,3,standard,yes,no,2026-05-11
2761,22261,53066,A,89,yes,548.05,3,1,standard,yes,no,2026-04-26
2762,790,53082,A,38,yes,480.16,2,3,deluxe,yes,no,2026-05-10
2763,18172,53095,A,282,yes,240.26,3,4,standard,yes,no,2026-05-04
2764,5507,53101,B,104,yes,548.22,3,4,deluxe,yes,no,2026-05-02
2765,23595,53129,A,335,yes,709.82,5,4,deluxe,yes,no,2026-05-08
2766,7681,53147,B,212,yes,630.8,6,3,standard,yes,no,2026-05-13
2767,10857,53189,B,478,yes,726.3,6,3,suite,yes,no,2026-05-15
2768,13952,53204,B,61,yes,603.08,3,4,suite,yes,no,2026-05-01
2769,13807,53206,B,334,yes,301.41,6,2,suite,yes,no,2026-04-30
2770,22247,53223,A,34,yes,539.51,3,4,suite,yes,no,2026-05-10
2771,24607,53227,B,16,yes,154.3,1,3,suite,yes,no,2026-04-25
2772,2496,53254,B,144,yes,724.49,4,4,suite,yes,no,2026-05-02
2773,19242,53256,B,69,yes,712.79,1,4,suite,yes,yes,2026-05-05
2774,125,53270,B,423,yes,711.23,2,2,suite,yes,yes,2026-05-12
2775,12059,53285,A,157,yes,254.42,4,1,suite,yes,no,2026-04-27
2776,22994,53287,B,212,yes,570.03,2,2,suite,yes,no,2026-05-05
2777,24482,53303,B,359,yes,273.6,3,3,standard,yes,no,2026-05-06
2778,6275,53307,B,75,yes,499.17,3,3,suite,yes,no,2026-05-15
2779,2930,53320,A,420,yes,637.46,6,3,deluxe,yes,no,2026-04-30
2780,14195,53332,A,433,yes,513.63,4,3,standard,yes,no,2026-05-05
2781,2760,53353,B,276,yes,445.67,2,4,standard,yes,no,2026-05-07
2782,6643,53359,B,228,yes,766.66,1,1,standard,yes,yes,2026-05-10
2783,1121,53360,B,376,yes,103.04,2,4,suite,yes,no,2026-05-10
2784,18726,53399,A,484,yes,641.31,4,3,standard,yes,no,2026-04-25
2785,14953,53406,B,500,yes,231.96,6,4,suite,yes,no,2026-04-30
2786,17456,53408,A,228,yes,540.4,6,3,deluxe,yes,no,2026-05-05
2787,14600,53419,B,212,yes,400.89,1,2,deluxe,yes,no,2026-04-27
2788,16380,53433,B,420,yes,684.55,4,4,suite,yes,no,2026-04-27
2789,5332,53452,A,398,yes,679.62,6,4,suite,yes,yes,2026-04-30
2790,4081,53486,A,454,yes,607.56,2,1,standard,yes,no,2026-05-03
2791,17219,53494,A,385,yes,491.49,3,1,standard,yes,no,2026-05-09
